t,y_ref,y,v,acc,P_pos_sp,P_pos,P_neg_sp,P_neg,F_req,F_each,F_pos,F_neg,F_net
0.402,0.015,0.015,-2.85139e-16,-2.82791e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.404,0.015,0.015,-2.857e-16,-2.80529e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.406,0.015,0.015,-2.86257e-16,-2.78285e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.408,0.015,0.015,-2.86809e-16,-2.76059e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.41,0.015,0.015,-2.87357e-16,-2.7385e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.412,0.015,0.015,-2.879e-16,-2.71659e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.414,0.015,0.015,-2.88439e-16,-2.69486e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.416,0.015,0.015,-2.88973e-16,-2.6733e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.418,0.015,0.015,-2.89504e-16,-2.65192e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.42,0.015,0.015,-2.9003e-16,-2.6307e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.422,0.015,0.015,-2.90552e-16,-2.60965e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.424,0.015,0.015,-2.9107e-16,-2.58878e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.426,0.015,0.015,-2.91583e-16,-2.56807e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.428,0.015,0.015,-2.92093e-16,-2.54752e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.43,0.015,0.015,-2.92598e-16,-2.52714e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.432,0.015,0.015,-2.931e-16,-2.50693e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.434,0.015,0.015,-2.93597e-16,-2.48687e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.436,0.015,0.015,-2.9409e-16,-2.46697e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.438,0.015,0.015,-2.9458e-16,-2.44724e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.44,0.015,0.015,-2.95065e-16,-2.42766e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.442,0.015,0.015,-2.95547e-16,-2.40824e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.444,0.015,0.015,-2.96025e-16,-2.38897e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.446,0.015,0.015,-2.96499e-16,-2.36986e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.448,0.015,0.015,-2.96969e-16,-2.3509e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.45,0.015,0.015,-2.97435e-16,-2.3321e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.452,0.015,0.015,-2.97898e-16,-2.31344e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.454,0.015,0.015,-2.98357e-16,-2.29493e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.456,0.015,0.015,-2.98812e-16,-2.27657e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.458,0.015,0.015,-2.99264e-16,-2.25836e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.46,0.015,0.015,-2.99712e-16,-2.24029e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.462,0.015,0.015,-3.00157e-16,-2.22237e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.464,0.015,0.015,-3.00597e-16,-2.20459e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.466,0.015,0.015,-3.01035e-16,-2.18695e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.468,0.015,0.015,-3.01469e-16,-2.16946e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.47,0.015,0.015,-3.01899e-16,-2.1521e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.472,0.015,0.015,-3.02326e-16,-2.13489e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.474,0.015,0.015,-3.0275e-16,-2.11781e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.476,0.015,0.015,-3.0317e-16,-2.10087e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.478,0.015,0.015,-3.03587e-16,-2.08406e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.48,0.015,0.015,-3.04e-16,-2.06739e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.482,0.015,0.015,-3.0441e-16,-2.05085e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.484,0.015,0.015,-3.04817e-16,-2.03444e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.486,0.015,0.015,-3.05221e-16,-2.01816e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.488,0.015,0.015,-3.05621e-16,-2.00202e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.49,0.015,0.015,-3.06018e-16,-1.986e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.492,0.015,0.015,-3.06413e-16,-1.97011e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.494,0.015,0.015,-3.06803e-16,-1.95435e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.496,0.015,0.015,-3.07191e-16,-1.93872e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.498,0.015,0.015,-3.07576e-16,-1.92321e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.5,0.015,0.015,-3.07957e-16,-1.90782e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.502,0.015,0.015,-3.08336e-16,-1.89256e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.504,0.015,0.015,-3.08711e-16,-1.87742e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.506,0.015,0.015,-3.09084e-16,-1.8624e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.508,0.015,0.015,-3.09453e-16,-1.8475e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.51,0.015,0.015,-3.0982e-16,-1.83272e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.512,0.015,0.015,-3.10183e-16,-1.81806e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.514,0.015,0.015,-3.10544e-16,-1.80352e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.516,0.015,0.015,-3.10902e-16,-1.78909e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.518,0.015,0.015,-3.11257e-16,-1.77477e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.52,0.015,0.015,-3.11609e-16,-1.76058e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.522,0.015,0.015,-3.11958e-16,-1.74649e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.524,0.015,0.015,-3.12305e-16,-1.73252e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.526,0.015,0.015,-3.12649e-16,-1.71866e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.528,0.015,0.015,-3.1299e-16,-1.70491e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.53,0.015,0.015,-3.13328e-16,-1.69127e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.532,0.015,0.015,-3.13663e-16,-1.67774e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.534,0.015,0.015,-3.13996e-16,-1.66432e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.536,0.015,0.015,-3.14326e-16,-1.651e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.538,0.015,0.015,-3.14654e-16,-1.6378e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.54,0.015,0.015,-3.14979e-16,-1.62469e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.542,0.015,0.015,-3.15301e-16,-1.6117e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.544,0.015,0.015,-3.15621e-16,-1.5988e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.546,0.015,0.015,-3.15938e-16,-1.58601e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.548,0.015,0.015,-3.16253e-16,-1.57332e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.55,0.015,0.015,-3.16565e-16,-1.56074e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.552,0.015,0.015,-3.16875e-16,-1.54825e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.554,0.015,0.015,-3.17182e-16,-1.53587e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.556,0.015,0.015,-3.17487e-16,-1.52358e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.558,0.015,0.015,-3.17789e-16,-1.51139e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.56,0.015,0.015,-3.18089e-16,-1.4993e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.562,0.015,0.015,-3.18386e-16,-1.48731e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.564,0.015,0.015,-3.18681e-16,-1.47541e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.566,0.015,0.015,-3.18974e-16,-1.4636e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.568,0.015,0.015,-3.19264e-16,-1.45189e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.57,0.015,0.015,-3.19552e-16,-1.44028e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.572,0.015,0.015,-3.19838e-16,-1.42876e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.574,0.015,0.015,-3.20122e-16,-1.41733e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.576,0.015,0.015,-3.20403e-16,-1.40599e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.578,0.015,0.015,-3.20682e-16,-1.39474e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.58,0.015,0.015,-3.20959e-16,-1.38358e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.582,0.015,0.015,-3.21233e-16,-1.37251e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.584,0.015,0.015,-3.21505e-16,-1.36153e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.586,0.015,0.015,-3.21775e-16,-1.35064e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.588,0.015,0.015,-3.22043e-16,-1.33984e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.59,0.015,0.015,-3.22309e-16,-1.32912e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.592,0.015,0.015,-3.22573e-16,-1.31848e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.594,0.015,0.015,-3.22835e-16,-1.30794e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.596,0.015,0.015,-3.23094e-16,-1.29747e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.598,0.015,0.015,-3.23351e-16,-1.28709e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.6,0.015,0.015,-3.23607e-16,-1.2768e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.602,0.015,0.015,-3.2386e-16,-1.26658e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.604,0.015,0.015,-3.24111e-16,-1.25645e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.606,0.015,0.015,-3.24361e-16,-1.2464e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.608,0.015,0.015,-3.24608e-16,-1.23643e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.61,0.015,0.015,-3.24853e-16,-1.22654e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.612,0.015,0.015,-3.25097e-16,-1.21672e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.614,0.015,0.015,-3.25338e-16,-1.20699e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.616,0.015,0.015,-3.25577e-16,-1.19733e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.618,0.015,0.015,-3.25815e-16,-1.18776e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.62,0.015,0.015,-3.26051e-16,-1.17825e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.622,0.015,0.015,-3.26284e-16,-1.16883e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.624,0.015,0.015,-3.26516e-16,-1.15948e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.626,0.015,0.015,-3.26746e-16,-1.1502e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.628,0.015,0.015,-3.26975e-16,-1.141e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.63,0.015,0.015,-3.27201e-16,-1.13187e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.632,0.015,0.015,-3.27426e-16,-1.12282e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.634,0.015,0.015,-3.27648e-16,-1.11383e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.636,0.015,0.015,-3.27869e-16,-1.10492e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.638,0.015,0.015,-3.28088e-16,-1.09608e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.64,0.015,0.015,-3.28306e-16,-1.08731e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.642,0.015,0.015,-3.28522e-16,-1.07862e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.644,0.015,0.015,-3.28736e-16,-1.06999e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.646,0.015,0.015,-3.28948e-16,-1.06143e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.648,0.015,0.015,-3.29159e-16,-1.05294e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.65,0.015,0.015,-3.29367e-16,-1.04451e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.652,0.015,0.015,-3.29575e-16,-1.03616e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.654,0.015,0.015,-3.2978e-16,-1.02787e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.656,0.015,0.015,-3.29984e-16,-1.01964e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.658,0.015,0.015,-3.30186e-16,-1.01149e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.66,0.015,0.015,-3.30387e-16,-1.0034e-16,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.662,0.015,0.015,-3.30586e-16,-9.95368e-17,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.664,0.015,0.015,-3.30784e-16,-9.87405e-17,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.666,0.015,0.015,-3.3098e-16,-9.79506e-17,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.668,0.015,0.015,-3.31174e-16,-9.7167e-17,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.67,0.015,0.015,-3.31367e-16,-9.63896e-17,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.672,0.015,0.015,-3.31558e-16,-9.56185e-17,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.674,0.015,0.015,-3.31748e-16,-9.48536e-17,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.676,0.015,0.015,-3.31936e-16,-9.40947e-17,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.678,0.015,0.015,-3.32123e-16,-9.3342e-17,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.68,0.015,0.015,-3.32308e-16,-9.25953e-17,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.682,0.015,0.015,-3.32491e-16,-9.18545e-17,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.684,0.015,0.015,-3.32674e-16,-9.11197e-17,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.686,0.015,0.015,-3.32854e-16,-9.03907e-17,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.688,0.015,0.015,-3.33034e-16,-8.96676e-17,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.69,0.015,0.015,-3.33212e-16,-8.89502e-17,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.692,0.015,0.015,-3.33388e-16,-8.82386e-17,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.694,0.015,0.015,-3.33563e-16,-8.75327e-17,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.696,0.015,0.015,-3.33737e-16,-8.68325e-17,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.698,0.015,0.015,-3.33909e-16,-8.61378e-17,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.7,0.015,0.015,-3.3408e-16,-8.54487e-17,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.702,0.015,0.015,-3.3425e-16,-8.47651e-17,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.704,0.015,0.015,-3.34418e-16,-8.4087e-17,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.706,0.015,0.015,-3.34585e-16,-8.34143e-17,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.708,0.015,0.015,-3.3475e-16,-8.2747e-17,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.71,0.015,0.015,-3.34914e-16,-8.2085e-17,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.712,0.015,0.015,-3.35077e-16,-8.14283e-17,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.714,0.015,0.015,-3.35239e-16,-8.07769e-17,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.716,0.015,0.015,-3.35399e-16,-8.01307e-17,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.718,0.015,0.015,-3.35558e-16,-7.94896e-17,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.72,0.015,0.015,-3.35716e-16,-7.88537e-17,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.722,0.015,0.015,-3.35872e-16,-7.82229e-17,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.724,0.015,0.015,-3.36027e-16,-7.75971e-17,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.726,0.015,0.015,-3.36181e-16,-7.69763e-17,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.728,0.015,0.015,-3.36334e-16,-7.63605e-17,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.73,0.015,0.015,-3.36485e-16,-7.57496e-17,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.732,0.015,0.015,-3.36636e-16,-7.51436e-17,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.734,0.015,0.015,-3.36785e-16,-7.45425e-17,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.736,0.015,0.015,-3.36933e-16,-7.39461e-17,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.738,0.015,0.015,-3.37079e-16,-7.33546e-17,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.74,0.015,0.015,-3.37225e-16,-7.27677e-17,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.742,0.015,0.015,-3.37369e-16,-7.21856e-17,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.744,0.015,0.015,-3.37513e-16,-7.16081e-17,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.746,0.015,0.015,-3.37655e-16,-7.10352e-17,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.748,0.015,0.015,-3.37796e-16,-7.0467e-17,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.75,0.015,0.015,-3.37935e-16,-6.99032e-17,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.752,0.015,0.015,-3.38074e-16,-6.9344e-17,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.754,0.015,0.015,-3.38212e-16,-6.87893e-17,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.756,0.015,0.015,-3.38348e-16,-6.82389e-17,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.758,0.015,0.015,-3.38483e-16,-6.7693e-17,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.76,0.015,0.015,-3.38618e-16,-6.71515e-17,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.762,0.015,0.015,-3.38751e-16,-6.66143e-17,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.764,0.015,0.015,-3.38883e-16,-6.60814e-17,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.766,0.015,0.015,-3.39014e-16,-6.55527e-17,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.768,0.015,0.015,-3.39144e-16,-6.50283e-17,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.77,0.015,0.015,-3.39273e-16,-6.45081e-17,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.772,0.015,0.015,-3.39401e-16,-6.3992e-17,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.774,0.015,0.015,-3.39528e-16,-6.34801e-17,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.776,0.015,0.015,-3.39654e-16,-6.29722e-17,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.778,0.015,0.015,-3.39779e-16,-6.24684e-17,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.78,0.015,0.015,-3.39903e-16,-6.19687e-17,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.782,0.015,0.015,-3.40026e-16,-6.14729e-17,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.784,0.015,0.015,-3.40148e-16,-6.09812e-17,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.786,0.015,0.015,-3.40269e-16,-6.04933e-17,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.788,0.015,0.015,-3.40389e-16,-6.00094e-17,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.79,0.015,0.015,-3.40508e-16,-5.95293e-17,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.792,0.015,0.015,-3.40626e-16,-5.90531e-17,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.794,0.015,0.015,-3.40743e-16,-5.85806e-17,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.796,0.015,0.015,-3.4086e-16,-5.8112e-17,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.798,0.015,0.015,-3.40975e-16,-5.76471e-17,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.8,0.015,0.015,-3.41089e-16,-5.71859e-17,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.802,0.015,0.015,-3.41203e-16,-5.67284e-17,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.804,0.015,0.015,-3.41315e-16,-5.62746e-17,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.806,0.015,0.015,-3.41427e-16,-5.58244e-17,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.808,0.015,0.015,-3.41538e-16,-5.53778e-17,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.81,0.015,0.015,-3.41648e-16,-5.49348e-17,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.812,0.015,0.015,-3.41757e-16,-5.44953e-17,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.814,0.015,0.015,-3.41865e-16,-5.40593e-17,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.816,0.015,0.015,-3.41972e-16,-5.36269e-17,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.818,0.015,0.015,-3.42078e-16,-5.31979e-17,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.82,0.015,0.015,-3.42184e-16,-5.27723e-17,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
0.822,0.015,0.015,-3.42289e-16,-5.23501e-17,126.306,126.306,76.344,76.344,98.1,49.05,49.05,49.05,98.1
