t,theta_ref_deg,theta_deg,omega_degps,alpha,P_pos_sp,P_pos,P_neg_sp,P_neg,F_req,F_pos,F_neg,F_net,tau_act,tau_grav
37.516,90,90.5003,-0.0681161,0.000161309,105.072,105.072,97.5783,97.5783,14.7133,7.35663,7.35663,14.7133,0.735663,0.735722
37.518,90,90.5002,-0.0680976,0.000161294,105.072,105.072,97.5783,97.5783,14.7133,7.35664,7.35664,14.7133,0.735664,0.735722
37.52,90,90.5001,-0.0680791,0.000161279,105.072,105.072,97.5783,97.5783,14.7133,7.35664,7.35664,14.7133,0.735664,0.735722
37.522,90,90.4999,-0.0680606,0.000161265,105.072,105.072,97.5783,97.5783,14.7133,7.35664,7.35664,14.7133,0.735664,0.735722
37.524,90,90.4998,-0.0680421,0.00016125,105.072,105.072,97.5783,97.5783,14.7133,7.35664,7.35664,14.7133,0.735664,0.735722
37.526,90,90.4997,-0.0680237,0.000161235,105.072,105.072,97.5783,97.5783,14.7133,7.35664,7.35664,14.7133,0.735664,0.735722
37.528,90,90.4995,-0.0680052,0.00016122,105.072,105.072,97.5783,97.5783,14.7133,7.35664,7.35664,14.7133,0.735664,0.735722
37.53,90,90.4994,-0.0679867,0.000161205,105.072,105.072,97.5783,97.5783,14.7133,7.35664,7.35664,14.7133,0.735664,0.735722
37.532,90,90.4992,-0.0679682,0.00016119,105.072,105.072,97.5783,97.5783,14.7133,7.35664,7.35664,14.7133,0.735664,0.735722
37.534,90,90.4991,-0.0679498,0.000161174,105.072,105.072,97.5783,97.5783,14.7133,7.35664,7.35664,14.7133,0.735664,0.735722
37.536,90,90.499,-0.0679313,0.000161159,105.072,105.072,97.5783,97.5783,14.7133,7.35664,7.35664,14.7133,0.735664,0.735722
37.538,90,90.4988,-0.0679128,0.000161143,105.072,105.072,97.5783,97.5783,14.7133,7.35664,7.35664,14.7133,0.735664,0.735722
37.54,90,90.4987,-0.0678944,0.000161127,105.072,105.072,97.5783,97.5783,14.7133,7.35664,7.35664,14.7133,0.735664,0.735722
37.542,90,90.4986,-0.0678759,0.000161111,105.072,105.072,97.5783,97.5783,14.7133,7.35664,7.35664,14.7133,0.735664,0.735722
37.544,90,90.4984,-0.0678575,0.000161094,105.072,105.072,97.5783,97.5783,14.7133,7.35664,7.35664,14.7133,0.735664,0.735722
37.546,90,90.4983,-0.067839,0.000161077,105.072,105.072,97.5783,97.5783,14.7133,7.35664,7.35664,14.7133,0.735664,0.735722
37.548,90,90.4982,-0.0678205,0.000161059,105.072,105.072,97.5783,97.5783,14.7133,7.35664,7.35664,14.7133,0.735664,0.735722
37.55,90,90.498,-0.0678021,0.000161042,105.072,105.072,97.5783,97.5783,14.7133,7.35664,7.35664,14.7133,0.735664,0.735722
37.552,90,90.4979,-0.0677836,0.000161024,105.072,105.072,97.5783,97.5783,14.7133,7.35664,7.35664,14.7133,0.735664,0.735722
37.554,90,90.4978,-0.0677652,0.000161005,105.072,105.072,97.5783,97.5783,14.7133,7.35664,7.35664,14.7133,0.735664,0.735722
37.556,90,90.4976,-0.0677467,0.000160986,105.072,105.072,97.5783,97.5783,14.7133,7.35664,7.35664,14.7133,0.735664,0.735722
37.558,90,90.4975,-0.0677283,0.000160967,105.072,105.072,97.5783,97.5783,14.7133,7.35664,7.35664,14.7133,0.735664,0.735722
37.56,90,90.4973,-0.0677099,0.000160947,105.072,105.072,97.5783,97.5783,14.7133,7.35664,7.35664,14.7133,0.735664,0.735722
37.562,90,90.4972,-0.0676914,0.000160927,105.072,105.072,97.5783,97.5783,14.7133,7.35664,7.35664,14.7133,0.735664,0.735722
37.564,90,90.4971,-0.067673,0.000160906,105.072,105.072,97.5783,97.5783,14.7133,7.35664,7.35664,14.7133,0.735664,0.735722
37.566,90,90.4969,-0.0676545,0.000160885,105.072,105.072,97.5783,97.5783,14.7133,7.35664,7.35664,14.7133,0.735664,0.735722
37.568,90,90.4968,-0.0676361,0.000160863,105.072,105.072,97.5783,97.5783,14.7133,7.35664,7.35664,14.7133,0.735664,0.735722
37.57,90,90.4967,-0.0676177,0.000160841,105.072,105.072,97.5783,97.5783,14.7133,7.35664,7.35664,14.7133,0.735664,0.735722
37.572,90,90.4965,-0.0675992,0.000160818,105.072,105.072,97.5783,97.5783,14.7133,7.35664,7.35664,14.7133,0.735664,0.735722
37.574,90,90.4964,-0.0675808,0.000160795,105.072,105.072,97.5783,97.5783,14.7133,7.35664,7.35664,14.7133,0.735664,0.735722
37.576,90,90.4963,-0.0675624,0.000160771,105.072,105.072,97.5783,97.5783,14.7133,7.35664,7.35664,14.7133,0.735664,0.735722
37.578,90,90.4961,-0.067544,0.000160747,105.072,105.072,97.5783,97.5783,14.7133,7.35664,7.35664,14.7133,0.735664,0.735722
37.58,90,90.496,-0.0675256,0.000160722,105.072,105.072,97.5783,97.5783,14.7133,7.35664,7.35664,14.7133,0.735664,0.735722
37.582,90,90.4959,-0.0675071,0.000160696,105.072,105.072,97.5783,97.5783,14.7133,7.35665,7.35665,14.7133,0.735665,0.735722
37.584,90,90.4957,-0.0674887,0.00016067,105.072,105.072,97.5783,97.5783,14.7133,7.35665,7.35665,14.7133,0.735665,0.735722
37.586,90,90.4956,-0.0674703,0.000160643,105.072,105.072,97.5783,97.5783,14.7133,7.35665,7.35665,14.7133,0.735665,0.735722
37.588,90,90.4955,-0.0674519,0.000160616,105.072,105.072,97.5783,97.5783,14.7133,7.35665,7.35665,14.7133,0.735665,0.735722
37.59,90,90.4953,-0.0674335,0.000160588,105.072,105.072,97.5783,97.5783,14.7133,7.35665,7.35665,14.7133,0.735665,0.735722
37.592,90,90.4952,-0.0674151,0.000160559,105.072,105.072,97.5783,97.5783,14.7133,7.35665,7.35665,14.7133,0.735665,0.735723
37.594,90,90.4951,-0.0673967,0.00016053,105.072,105.072,97.5783,97.5783,14.7133,7.35665,7.35665,14.7133,0.735665,0.735723
37.596,90,90.4949,-0.0673783,0.0001605,105.072,105.072,97.5783,97.5783,14.7133,7.35665,7.35665,14.7133,0.735665,0.735723
37.598,90,90.4948,-0.0673599,0.00016047,105.072,105.072,97.5783,97.5783,14.7133,7.35665,7.35665,14.7133,0.735665,0.735723
37.6,90,90.4946,-0.0673416,0.000160439,105.072,105.072,97.5783,97.5783,14.7133,7.35665,7.35665,14.7133,0.735665,0.735723
37.602,90,90.4945,-0.0673232,0.000160407,105.072,105.072,97.5783,97.5783,14.7133,7.35665,7.35665,14.7133,0.735665,0.735723
37.604,90,90.4944,-0.0673048,0.000160375,105.072,105.072,97.5783,97.5783,14.7133,7.35665,7.35665,14.7133,0.735665,0.735723
37.606,90,90.4942,-0.0672864,0.000160342,105.072,105.072,97.5783,97.5783,14.7133,7.35665,7.35665,14.7133,0.735665,0.735723
37.608,90,90.4941,-0.0672681,0.000160308,105.072,105.072,97.5783,97.5783,14.7133,7.35665,7.35665,14.7133,0.735665,0.735723
37.61,90,90.494,-0.0672497,0.000160274,105.072,105.072,97.5783,97.5783,14.7133,7.35665,7.35665,14.7133,0.735665,0.735723
37.612,90,90.4938,-0.0672313,0.000160239,105.072,105.072,97.5783,97.5783,14.7133,7.35665,7.35665,14.7133,0.735665,0.735723
37.614,90,90.4937,-0.067213,0.000160204,105.072,105.072,97.5783,97.5783,14.7133,7.35665,7.35665,14.7133,0.735665,0.735723
37.616,90,90.4936,-0.0671946,0.000160167,105.072,105.072,97.5783,97.5783,14.7133,7.35665,7.35665,14.7133,0.735665,0.735723
37.618,90,90.4934,-0.0671763,0.000160131,105.072,105.072,97.5783,97.5783,14.7133,7.35665,7.35665,14.7133,0.735665,0.735723
37.62,90,90.4933,-0.0671579,0.000160093,105.072,105.072,97.5783,97.5783,14.7133,7.35665,7.35665,14.7133,0.735665,0.735723
37.622,90,90.4932,-0.0671396,0.000160056,105.072,105.072,97.5783,97.5783,14.7133,7.35665,7.35665,14.7133,0.735665,0.735723
37.624,90,90.493,-0.0671212,0.000160017,105.072,105.072,97.5783,97.5783,14.7133,7.35665,7.35665,14.7133,0.735665,0.735723
37.626,90,90.4929,-0.0671029,0.000159978,105.072,105.072,97.5783,97.5783,14.7133,7.35665,7.35665,14.7133,0.735665,0.735723
37.628,90,90.4928,-0.0670846,0.000159938,105.072,105.072,97.5783,97.5783,14.7133,7.35665,7.35665,14.7133,0.735665,0.735723
37.63,90,90.4926,-0.0670663,0.000159898,105.072,105.072,97.5783,97.5783,14.7133,7.35665,7.35665,14.7133,0.735665,0.735723
37.632,90,90.4925,-0.0670479,0.000159857,105.072,105.072,97.5783,97.5783,14.7133,7.35665,7.35665,14.7133,0.735665,0.735723
37.634,90,90.4924,-0.0670296,0.000159815,105.072,105.072,97.5783,97.5783,14.7133,7.35665,7.35665,14.7133,0.735665,0.735723
37.636,90,90.4922,-0.0670113,0.000159773,105.072,105.072,97.5783,97.5783,14.7133,7.35665,7.35665,14.7133,0.735665,0.735723
37.638,90,90.4921,-0.066993,0.000159731,105.072,105.072,97.5783,97.5783,14.7133,7.35665,7.35665,14.7133,0.735665,0.735723
37.64,90,90.492,-0.0669747,0.000159688,105.072,105.072,97.5783,97.5783,14.7133,7.35665,7.35665,14.7133,0.735665,0.735723
37.642,90,90.4918,-0.0669564,0.000159644,105.072,105.072,97.5783,97.5783,14.7133,7.35665,7.35665,14.7133,0.735665,0.735723
37.644,90,90.4917,-0.0669381,0.0001596,105.072,105.072,97.5783,97.5783,14.7133,7.35665,7.35665,14.7133,0.735665,0.735723
37.646,90,90.4916,-0.0669199,0.000159555,105.072,105.072,97.5783,97.5783,14.7133,7.35666,7.35666,14.7133,0.735666,0.735723
37.648,90,90.4914,-0.0669016,0.00015951,105.072,105.072,97.5783,97.5783,14.7133,7.35666,7.35666,14.7133,0.735666,0.735723
37.65,90,90.4913,-0.0668833,0.000159464,105.072,105.072,97.5783,97.5783,14.7133,7.35666,7.35666,14.7133,0.735666,0.735723
37.652,90,90.4912,-0.066865,0.000159417,105.072,105.072,97.5783,97.5783,14.7133,7.35666,7.35666,14.7133,0.735666,0.735723
37.654,90,90.491,-0.0668468,0.000159371,105.072,105.072,97.5783,97.5783,14.7133,7.35666,7.35666,14.7133,0.735666,0.735723
37.656,90,90.4909,-0.0668285,0.000159324,105.072,105.072,97.5783,97.5783,14.7133,7.35666,7.35666,14.7133,0.735666,0.735723
37.658,90,90.4908,-0.0668103,0.000159276,105.072,105.072,97.5783,97.5783,14.7133,7.35666,7.35666,14.7133,0.735666,0.735723
37.66,90,90.4906,-0.066792,0.000159228,105.072,105.072,97.5783,97.5783,14.7134,7.35666,7.35666,14.7133,0.735666,0.735723
37.662,90,90.4905,-0.0667738,0.000159179,105.072,105.072,97.5783,97.5783,14.7134,7.35666,7.35666,14.7133,0.735666,0.735723
37.664,90,90.4904,-0.0667555,0.00015913,105.072,105.072,97.5783,97.5783,14.7134,7.35666,7.35666,14.7133,0.735666,0.735723
37.666,90,90.4902,-0.0667373,0.000159081,105.072,105.072,97.5783,97.5783,14.7134,7.35666,7.35666,14.7133,0.735666,0.735723
37.668,90,90.4901,-0.0667191,0.000159031,105.072,105.072,97.5783,97.5783,14.7134,7.35666,7.35666,14.7133,0.735666,0.735723
37.67,90,90.49,-0.0667009,0.000158981,105.072,105.072,97.5783,97.5783,14.7134,7.35666,7.35666,14.7133,0.735666,0.735723
37.672,90,90.4898,-0.0666827,0.00015893,105.072,105.072,97.5783,97.5783,14.7134,7.35666,7.35666,14.7133,0.735666,0.735723
37.674,90,90.4897,-0.0666645,0.000158879,105.072,105.072,97.5783,97.5783,14.7134,7.35666,7.35666,14.7133,0.735666,0.735723
37.676,90,90.4896,-0.0666463,0.000158828,105.072,105.072,97.5783,97.5783,14.7134,7.35666,7.35666,14.7133,0.735666,0.735723
37.678,90,90.4894,-0.0666281,0.000158776,105.072,105.072,97.5783,97.5783,14.7134,7.35666,7.35666,14.7133,0.735666,0.735723
37.68,90,90.4893,-0.0666099,0.000158725,105.072,105.072,97.5783,97.5783,14.7134,7.35666,7.35666,14.7133,0.735666,0.735723
37.682,90,90.4892,-0.0665917,0.000158672,105.072,105.072,97.5783,97.5783,14.7134,7.35666,7.35666,14.7133,0.735666,0.735723
37.684,90,90.489,-0.0665735,0.00015862,105.072,105.072,97.5783,97.5783,14.7134,7.35666,7.35666,14.7133,0.735666,0.735723
37.686,90,90.4889,-0.0665553,0.000158567,105.072,105.072,97.5783,97.5783,14.7134,7.35666,7.35666,14.7133,0.735666,0.735723
37.688,90,90.4888,-0.0665372,0.000158514,105.072,105.072,97.5783,97.5783,14.7134,7.35666,7.35666,14.7133,0.735666,0.735723
37.69,90,90.4886,-0.066519,0.000158461,105.072,105.072,97.5783,97.5783,14.7134,7.35666,7.35666,14.7133,0.735666,0.735723
37.692,90,90.4885,-0.0665009,0.000158407,105.072,105.072,97.5783,97.5783,14.7134,7.35666,7.35666,14.7133,0.735666,0.735723
37.694,90,90.4884,-0.0664827,0.000158353,105.072,105.072,97.5783,97.5783,14.7134,7.35666,7.35666,14.7133,0.735666,0.735723
37.696,90,90.4882,-0.0664646,0.000158299,105.072,105.072,97.5783,97.5783,14.7134,7.35666,7.35666,14.7133,0.735666,0.735723
37.698,90,90.4881,-0.0664464,0.000158245,105.072,105.072,97.5783,97.5783,14.7134,7.35666,7.35666,14.7133,0.735666,0.735723
37.7,90,90.488,-0.0664283,0.000158191,105.072,105.072,97.5783,97.5783,14.7134,7.35666,7.35666,14.7133,0.735666,0.735723
37.702,90,90.4878,-0.0664102,0.000158136,105.072,105.072,97.5783,97.5783,14.7134,7.35666,7.35666,14.7133,0.735666,0.735723
37.704,90,90.4877,-0.0663921,0.000158082,105.072,105.072,97.5783,97.5783,14.7134,7.35666,7.35666,14.7133,0.735666,0.735723
37.706,90,90.4876,-0.066374,0.000158027,105.072,105.072,97.5783,97.5783,14.7134,7.35666,7.35666,14.7133,0.735666,0.735723
37.708,90,90.4874,-0.0663559,0.000157972,105.072,105.072,97.5783,97.5783,14.7134,7.35666,7.35666,14.7133,0.735666,0.735723
37.71,90,90.4873,-0.0663378,0.000157917,105.072,105.072,97.5783,97.5783,14.7134,7.35666,7.35666,14.7133,0.735666,0.735723
37.712,90,90.4872,-0.0663197,0.000157862,105.072,105.072,97.5783,97.5783,14.7134,7.35667,7.35667,14.7133,0.735667,0.735723
37.714,90,90.487,-0.0663016,0.000157807,105.072,105.072,97.5783,97.5783,14.7134,7.35667,7.35667,14.7133,0.735667,0.735723
37.716,90,90.4869,-0.0662835,0.000157751,105.072,105.072,97.5783,97.5783,14.7134,7.35667,7.35667,14.7133,0.735667,0.735723
37.718,90,90.4868,-0.0662655,0.000157696,105.072,105.072,97.5783,97.5783,14.7134,7.35667,7.35667,14.7133,0.735667,0.735723
37.72,90,90.4866,-0.0662474,0.000157641,105.072,105.072,97.5783,97.5783,14.7134,7.35667,7.35667,14.7133,0.735667,0.735723
37.722,90,90.4865,-0.0662293,0.000157585,105.072,105.072,97.5783,97.5783,14.7134,7.35667,7.35667,14.7133,0.735667,0.735723
37.724,90,90.4864,-0.0662113,0.00015753,105.072,105.072,97.5783,97.5783,14.7134,7.35667,7.35667,14.7133,0.735667,0.735723
37.726,90,90.4862,-0.0661932,0.000157474,105.072,105.072,97.5783,97.5783,14.7134,7.35667,7.35667,14.7133,0.735667,0.735723
37.728,90,90.4861,-0.0661752,0.000157419,105.072,105.072,97.5783,97.5783,14.7134,7.35667,7.35667,14.7133,0.735667,0.735724
37.73,90,90.486,-0.0661572,0.000157364,105.072,105.072,97.5783,97.5783,14.7134,7.35667,7.35667,14.7133,0.735667,0.735724
37.732,90,90.4858,-0.0661391,0.000157308,105.072,105.072,97.5783,97.5783,14.7134,7.35667,7.35667,14.7133,0.735667,0.735724
37.734,90,90.4857,-0.0661211,0.000157253,105.072,105.072,97.5783,97.5783,14.7134,7.35667,7.35667,14.7133,0.735667,0.735724
37.736,90,90.4856,-0.0661031,0.000157198,105.072,105.072,97.5783,97.5783,14.7134,7.35667,7.35667,14.7133,0.735667,0.735724
37.738,90,90.4854,-0.0660851,0.000157142,105.072,105.072,97.5783,97.5783,14.7134,7.35667,7.35667,14.7133,0.735667,0.735724
37.74,90,90.4853,-0.0660671,0.000157087,105.072,105.072,97.5783,97.5783,14.7134,7.35667,7.35667,14.7133,0.735667,0.735724
37.742,90,90.4852,-0.0660491,0.000157032,105.072,105.072,97.5783,97.5783,14.7134,7.35667,7.35667,14.7133,0.735667,0.735724
37.744,90,90.485,-0.0660311,0.000156977,105.072,105.072,97.5783,97.5783,14.7134,7.35667,7.35667,14.7133,0.735667,0.735724
37.746,90,90.4849,-0.0660131,0.000156922,105.072,105.072,97.5783,97.5783,14.7134,7.35667,7.35667,14.7133,0.735667,0.735724
37.748,90,90.4848,-0.0659952,0.000156868,105.072,105.072,97.5783,97.5783,14.7134,7.35667,7.35667,14.7133,0.735667,0.735724
37.75,90,90.4847,-0.0659772,0.000156813,105.072,105.072,97.5783,97.5783,14.7134,7.35667,7.35667,14.7133,0.735667,0.735724
37.752,90,90.4845,-0.0659592,0.000156759,105.072,105.072,97.5783,97.5783,14.7134,7.35667,7.35667,14.7133,0.735667,0.735724
37.754,90,90.4844,-0.0659413,0.000156704,105.072,105.072,97.5783,97.5783,14.7134,7.35667,7.35667,14.7133,0.735667,0.735724
37.756,90,90.4843,-0.0659233,0.00015665,105.072,105.072,97.5783,97.5783,14.7134,7.35667,7.35667,14.7133,0.735667,0.735724
37.758,90,90.4841,-0.0659054,0.000156596,105.072,105.072,97.5783,97.5783,14.7134,7.35667,7.35667,14.7133,0.735667,0.735724
37.76,90,90.484,-0.0658874,0.000156542,105.072,105.072,97.5783,97.5783,14.7134,7.35667,7.35667,14.7133,0.735667,0.735724
37.762,90,90.4839,-0.0658695,0.000156489,105.072,105.072,97.5783,97.5783,14.7134,7.35667,7.35667,14.7133,0.735667,0.735724
37.764,90,90.4837,-0.0658516,0.000156435,105.072,105.072,97.5783,97.5783,14.7134,7.35667,7.35667,14.7133,0.735667,0.735724
37.766,90,90.4836,-0.0658337,0.000156382,105.072,105.072,97.5783,97.5783,14.7134,7.35667,7.35667,14.7133,0.735667,0.735724
37.768,90,90.4835,-0.0658157,0.000156329,105.072,105.072,97.5783,97.5783,14.7134,7.35667,7.35667,14.7133,0.735667,0.735724
37.77,90,90.4833,-0.0657978,0.000156276,105.072,105.072,97.5783,97.5783,14.7134,7.35667,7.35667,14.7133,0.735667,0.735724
37.772,90,90.4832,-0.0657799,0.000156223,105.072,105.072,97.5783,97.5783,14.7134,7.35667,7.35667,14.7133,0.735667,0.735724
37.774,90,90.4831,-0.065762,0.000156171,105.072,105.072,97.5783,97.5783,14.7134,7.35667,7.35667,14.7133,0.735667,0.735724
37.776,90,90.4829,-0.0657441,0.000156119,105.072,105.072,97.5783,97.5783,14.7134,7.35667,7.35667,14.7133,0.735667,0.735724
37.778,90,90.4828,-0.0657263,0.000156067,105.072,105.072,97.5783,97.5783,14.7134,7.35667,7.35667,14.7133,0.735667,0.735724
37.78,90,90.4827,-0.0657084,0.000156015,105.072,105.072,97.5783,97.5783,14.7134,7.35668,7.35668,14.7134,0.735668,0.735724
37.782,90,90.4825,-0.0656905,0.000155963,105.072,105.072,97.5783,97.5783,14.7134,7.35668,7.35668,14.7134,0.735668,0.735724
37.784,90,90.4824,-0.0656726,0.000155912,105.072,105.072,97.5783,97.5783,14.7134,7.35668,7.35668,14.7134,0.735668,0.735724
37.786,90,90.4823,-0.0656548,0.000155861,105.072,105.072,97.5783,97.5783,14.7134,7.35668,7.35668,14.7134,0.735668,0.735724
37.788,90,90.4822,-0.0656369,0.00015581,105.072,105.072,97.5783,97.5783,14.7134,7.35668,7.35668,14.7134,0.735668,0.735724
37.79,90,90.482,-0.0656191,0.00015576,105.072,105.072,97.5783,97.5783,14.7134,7.35668,7.35668,14.7134,0.735668,0.735724
37.792,90,90.4819,-0.0656012,0.00015571,105.072,105.072,97.5783,97.5783,14.7134,7.35668,7.35668,14.7134,0.735668,0.735724
37.794,90,90.4818,-0.0655834,0.00015566,105.072,105.072,97.5783,97.5783,14.7134,7.35668,7.35668,14.7134,0.735668,0.735724
37.796,90,90.4816,-0.0655656,0.00015561,105.072,105.072,97.5783,97.5783,14.7134,7.35668,7.35668,14.7134,0.735668,0.735724
37.798,90,90.4815,-0.0655477,0.000155561,105.072,105.072,97.5783,97.5783,14.7134,7.35668,7.35668,14.7134,0.735668,0.735724
37.8,90,90.4814,-0.0655299,0.000155512,105.072,105.072,97.5783,97.5783,14.7134,7.35668,7.35668,14.7134,0.735668,0.735724
37.802,90,90.4812,-0.0655121,0.000155463,105.072,105.072,97.5783,97.5783,14.7134,7.35668,7.35668,14.7134,0.735668,0.735724
37.804,90,90.4811,-0.0654943,0.000155415,105.072,105.072,97.5783,97.5783,14.7134,7.35668,7.35668,14.7134,0.735668,0.735724
37.806,90,90.481,-0.0654765,0.000155366,105.072,105.072,97.5783,97.5783,14.7134,7.35668,7.35668,14.7134,0.735668,0.735724
37.808,90,90.4808,-0.0654587,0.000155318,105.072,105.072,97.5783,97.5783,14.7134,7.35668,7.35668,14.7134,0.735668,0.735724
37.81,90,90.4807,-0.0654409,0.000155271,105.072,105.072,97.5783,97.5783,14.7134,7.35668,7.35668,14.7134,0.735668,0.735724
37.812,90,90.4806,-0.0654231,0.000155223,105.072,105.072,97.5783,97.5783,14.7134,7.35668,7.35668,14.7134,0.735668,0.735724
37.814,90,90.4804,-0.0654053,0.000155176,105.072,105.072,97.5783,97.5783,14.7134,7.35668,7.35668,14.7134,0.735668,0.735724
37.816,90,90.4803,-0.0653876,0.000155129,105.072,105.072,97.5783,97.5783,14.7134,7.35668,7.35668,14.7134,0.735668,0.735724
37.818,90,90.4802,-0.0653698,0.000155083,105.072,105.072,97.5783,97.5783,14.7134,7.35668,7.35668,14.7134,0.735668,0.735724
37.82,90,90.4801,-0.065352,0.000155037,105.072,105.072,97.5783,97.5783,14.7134,7.35668,7.35668,14.7134,0.735668,0.735724
37.822,90,90.4799,-0.0653343,0.000154991,105.072,105.072,97.5783,97.5783,14.7134,7.35668,7.35668,14.7134,0.735668,0.735724
37.824,90,90.4798,-0.0653165,0.000154945,105.072,105.072,97.5783,97.5783,14.7134,7.35668,7.35668,14.7134,0.735668,0.735724
37.826,90,90.4797,-0.0652988,0.0001549,105.072,105.072,97.5783,97.5783,14.7134,7.35668,7.35668,14.7134,0.735668,0.735724
37.828,90,90.4795,-0.065281,0.000154855,105.072,105.072,97.5783,97.5783,14.7134,7.35668,7.35668,14.7134,0.735668,0.735724
37.83,90,90.4794,-0.0652633,0.00015481,105.072,105.072,97.5783,97.5783,14.7134,7.35668,7.35668,14.7134,0.735668,0.735724
37.832,90,90.4793,-0.0652455,0.000154765,105.072,105.072,97.5783,97.5783,14.7134,7.35668,7.35668,14.7134,0.735668,0.735724
37.834,90,90.4791,-0.0652278,0.000154721,105.072,105.072,97.5783,97.5783,14.7134,7.35668,7.35668,14.7134,0.735668,0.735724
37.836,90,90.479,-0.0652101,0.000154677,105.072,105.072,97.5783,97.5783,14.7134,7.35668,7.35668,14.7134,0.735668,0.735724
37.838,90,90.4789,-0.0651924,0.000154633,105.072,105.072,97.5783,97.5783,14.7134,7.35668,7.35668,14.7134,0.735668,0.735724
37.84,90,90.4787,-0.0651746,0.00015459,105.072,105.072,97.5783,97.5783,14.7134,7.35668,7.35668,14.7134,0.735668,0.735724
37.842,90,90.4786,-0.0651569,0.000154547,105.072,105.072,97.5783,97.5783,14.7134,7.35668,7.35668,14.7134,0.735668,0.735724
37.844,90,90.4785,-0.0651392,0.000154504,105.072,105.072,97.5783,97.5783,14.7134,7.35668,7.35668,14.7134,0.735668,0.735724
37.846,90,90.4784,-0.0651215,0.000154461,105.072,105.072,97.5783,97.5783,14.7134,7.35668,7.35668,14.7134,0.735668,0.735724
37.848,90,90.4782,-0.0651038,0.000154419,105.072,105.072,97.5783,97.5783,14.7134,7.35669,7.35669,14.7134,0.735669,0.735724
37.85,90,90.4781,-0.0650861,0.000154376,105.072,105.072,97.5783,97.5783,14.7134,7.35669,7.35669,14.7134,0.735669,0.735724
37.852,90,90.478,-0.0650685,0.000154335,105.072,105.072,97.5783,97.5783,14.7134,7.35669,7.35669,14.7134,0.735669,0.735724
37.854,90,90.4778,-0.0650508,0.000154293,105.072,105.072,97.5783,97.5783,14.7134,7.35669,7.35669,14.7134,0.735669,0.735724
37.856,90,90.4777,-0.0650331,0.000154252,105.072,105.072,97.5783,97.5783,14.7134,7.35669,7.35669,14.7134,0.735669,0.735724
37.858,90,90.4776,-0.0650154,0.00015421,105.072,105.072,97.5783,97.5783,14.7134,7.35669,7.35669,14.7134,0.735669,0.735724
37.86,90,90.4774,-0.0649978,0.000154169,105.072,105.072,97.5783,97.5783,14.7134,7.35669,7.35669,14.7134,0.735669,0.735724
37.862,90,90.4773,-0.0649801,0.000154129,105.072,105.072,97.5783,97.5783,14.7134,7.35669,7.35669,14.7134,0.735669,0.735724
37.864,90,90.4772,-0.0649624,0.000154088,105.072,105.072,97.5783,97.5783,14.7134,7.35669,7.35669,14.7134,0.735669,0.735724
37.866,90,90.4771,-0.0649448,0.000154048,105.072,105.072,97.5783,97.5783,14.7134,7.35669,7.35669,14.7134,0.735669,0.735724
37.868,90,90.4769,-0.0649271,0.000154008,105.072,105.072,97.5783,97.5783,14.7134,7.35669,7.35669,14.7134,0.735669,0.735724
37.87,90,90.4768,-0.0649095,0.000153968,105.072,105.072,97.5783,97.5783,14.7134,7.35669,7.35669,14.7134,0.735669,0.735725
37.872,90,90.4767,-0.0648919,0.000153928,105.072,105.072,97.5783,97.5783,14.7134,7.35669,7.35669,14.7134,0.735669,0.735725
37.874,90,90.4765,-0.0648742,0.000153889,105.072,105.072,97.5783,97.5783,14.7134,7.35669,7.35669,14.7134,0.735669,0.735725
37.876,90,90.4764,-0.0648566,0.00015385,105.072,105.072,97.5783,97.5783,14.7134,7.35669,7.35669,14.7134,0.735669,0.735725
37.878,90,90.4763,-0.064839,0.000153811,105.072,105.072,97.5783,97.5783,14.7134,7.35669,7.35669,14.7134,0.735669,0.735725
37.88,90,90.4762,-0.0648214,0.000153772,105.072,105.072,97.5783,97.5783,14.7134,7.35669,7.35669,14.7134,0.735669,0.735725
37.882,90,90.476,-0.0648037,0.000153733,105.072,105.072,97.5783,97.5783,14.7134,7.35669,7.35669,14.7134,0.735669,0.735725
37.884,90,90.4759,-0.0647861,0.000153695,105.072,105.072,97.5783,97.5783,14.7134,7.35669,7.35669,14.7134,0.735669,0.735725
37.886,90,90.4758,-0.0647685,0.000153656,105.072,105.072,97.5783,97.5783,14.7134,7.35669,7.35669,14.7134,0.735669,0.735725
37.888,90,90.4756,-0.0647509,0.000153618,105.072,105.072,97.5783,97.5783,14.7134,7.35669,7.35669,14.7134,0.735669,0.735725
37.89,90,90.4755,-0.0647333,0.00015358,105.072,105.072,97.5783,97.5783,14.7134,7.35669,7.35669,14.7134,0.735669,0.735725
37.892,90,90.4754,-0.0647157,0.000153542,105.072,105.072,97.5783,97.5783,14.7134,7.35669,7.35669,14.7134,0.735669,0.735725
37.894,90,90.4752,-0.0646981,0.000153504,105.072,105.072,97.5783,97.5783,14.7134,7.35669,7.35669,14.7134,0.735669,0.735725
37.896,90,90.4751,-0.0646805,0.000153467,105.072,105.072,97.5783,97.5783,14.7134,7.35669,7.35669,14.7134,0.735669,0.735725
37.898,90,90.475,-0.064663,0.000153429,105.072,105.072,97.5783,97.5783,14.7134,7.35669,7.35669,14.7134,0.735669,0.735725
37.9,90,90.4749,-0.0646454,0.000153392,105.072,105.072,97.5783,97.5783,14.7134,7.35669,7.35669,14.7134,0.735669,0.735725
